"","n_samples","h2","prop_effect","S","flb","mse","rmse","rel_mse","flb_error","mse_error","rmse_error","rel_mse_error","method"
"6015",30000,0.3,0.001,0,0.946207621160278,-0.0166786606753919,-0.0780467520194505,-0.783798861815237,0.00862955079716562,0.000916549822067952,0.00271173317786028,0.014854546663839,"cl3"
"6515",3e+05,0.3,0.001,0,0.758290356321967,-0.000922525613417662,-0.0168190274498239,-0.718307910705713,0.0124661563515214,5.24416994578176e-05,0.000701825138026248,0.0167144155052637,"cl3"
"7015",30000,0.8,0.001,0,0.761702529183705,-0.00955047722872672,-0.0547453829058295,-0.726943529356877,0.0139437522571998,0.000694465980049443,0.00308038695271745,0.0187444788717032,"cl3"
"7515",3e+05,0.8,0.001,0,0.692289792968774,-0.000725676261998728,-0.014487017113896,-0.695791392708117,0.0147678217733804,5.41239024993618e-05,0.000832241833216376,0.019182053392827,"cl3"
"8015",30000,0.3,0.01,1,0.999606581138689,-0.018832811951885,-0.08434869212989,-0.795995020803262,0.000893645339616325,0.001059273751211,0.00311047903888529,0.0150835600793781,"cl3"
"8515",3e+05,0.3,0.01,1,0.748592830401668,-0.000704710159832919,-0.0144653796575757,-0.706157207444332,0.0115518012969861,5.11135191433266e-05,0.000725538421773273,0.0147277159162209,"cl3"
"9015",30000,0.8,0.01,1,0.761635079878966,-0.00756145095331414,-0.0480418293909448,-0.716641865450728,0.0114875326519486,0.00058678893367855,0.00260553281875135,0.0157874649808151,"cl3"
"9515",3e+05,0.8,0.01,1,0.562441851791076,-0.000150306929630972,-0.00457781969032875,-0.429155035395913,0.00617242012493417,1.41576464628121e-05,0.000385496099154056,0.0247305122135445,"cl3"
"10015",30000,0.3,0.001,1,0.942985429284951,-0.0166558705401961,-0.0785779752722203,-0.789188662120374,0.00890282453597793,0.00100240787715578,0.00318626975316466,0.0138527881649424,"cl3"
"10515",3e+05,0.3,0.001,1,0.771949628322905,-0.000974165013819849,-0.0178219778202951,-0.7417629729559,0.0128334688613173,6.3592354171584e-05,0.000751474016297401,0.0135321001905378,"cl3"
"11015",30000,0.8,0.001,1,0.774340805909093,-0.0100357955458346,-0.0573414000419139,-0.743524264828259,0.0109774110197694,0.000663808303692078,0.00257756790442461,0.0132198802501143,"cl3"
"11515",3e+05,0.8,0.001,1,0.699086118321811,-0.000749850499492352,-0.0150464660150633,-0.712587443512741,0.011896219860916,4.42794214851763e-05,0.000573118759666771,0.0119725934320651,"cl3"
"16",30000,0.3,0.01,-1,0.999427684121787,-0.0221305351051904,-0.112819765116711,-0.927129636635291,0.000961552769405035,0.00125859786274092,0.00420371809822021,0.00800311735906746,"rep"
"516",3e+05,0.3,0.01,-1,0.781712321208046,-0.000957295565786203,-0.020459412320048,-0.846454806106192,0.0103752242619053,6.22772485253807e-05,0.000986629720701146,0.0131439979714987,"rep"
